time,y_test,y_pred,all
2020-05-01 04:00:00,23008KT 190V270 9999 BKN025 17/14 Q1013,25008kt 210v320 9999 ra few015 sct022 17 14 q1012 tempo 3000,24015kt 9999 prec0y CL5 CM3 16 14 q1012 25008kt 210v320 9999 ra few015 sct022 17 14 q1012 tempo 3000
2022-08-27 11:00:00,35005KT 300V060 9999 FEW029 25/18 Q1011 NOSIG,35006kt 310v040 cavok 24 18 q1011 nosig,04007kt 9999 prec0n CL0 CM0 26 18 q1011 35006kt 310v040 cavok 24 18 q1011 nosig vv001 nosig bkn030tcu shra
2018-04-04 15:00:00,31013G24KT 260V020 9999 SCT044 13/08 Q1014 NOSIG,25008kt 210v320 9999 ra sct025 bkn040 14 12 q1013 tempo 3000,27015kt 6000 prec0y CL0 CM4 15 11 q1012 25008kt 210v320 9999 ra sct025 bkn040 14 12 q1013 tempo 3000
2019-08-04 16:00:00,35006KT 290V040 9999 FEW030 23/16 Q1017 NOSIG,02005kt 350v060 9999 few040 21 15 q1016 nosig,29007kt 9999 prec0n CL0 CM0 20 15 q1017 02005kt 350v060 9999 few040 21 15 q1016 nosig tempo 3000 ra
2021-12-29 01:00:00,19008KT 140V240 9999 FEW021 17/14 Q1020,21015kt 9999 sct028 17 14 q1019 nosig,20009kt 9999 prec0n CL2 CM0 16 14 q1019 21015kt 9999 sct028 17 14 q1019 nosig sct010 bkn022 18 15
2020-04-04 23:00:00,18014KT 130V210 CAVOK 17/07 Q1007,09004kt 050v140 cavok 14 07 q1009 nosig,08005kt 9999 prec0n CL0 CM0 13 08 q1008 09004kt 050v140 cavok 14 07 q1009 nosig bkn030tcu 3000 shra ts
2022-04-18 10:00:00,35009KT 290V030 9999 FEW010 BKN019 BKN035 13/10 Q1021 NOSIG,01005kt 320v060 9999 sct020 bkn040 11 08 q1021 nosig,01007kt 9999 prec0y CL9 CM0 13 09 q1022 01005kt 320v060 9999 sct020 bkn040 11 08 q1021 nosig bkn010 14
2018-03-21 04:00:00,00000KT 9999 OVC045 04/01 Q1032,18005kt cavok 02 01 q1031 nosig,17005kt 9999 prec0n CL0 CM0 02 01 q1033 18005kt cavok 02 01 q1031 nosig becmg 3000 nsc 00 m01
2022-01-31 23:00:00,35004KT 320V020 CAVOK 09/06 Q1037 NOSIG,05005kt 360v080 9999 few035 10 05 q1018 nosig,01003kt 9999 prec0n CL0 CM0 06 06 q1038 05005kt 360v080 9999 few035 10 05 q1018 nosig tempo 3000 ra
2022-01-14 22:00:00,16006KT CAVOK 03/02 Q1029 NOSIG,17006kt cavok 02 02 q1029 nosig,19005kt 9999 prec0n CL0 CM0 05 03 q1030 17006kt cavok 02 02 q1029 nosig tempo 3000 br ncd ovc039
2021-09-20 09:00:00,VRB01KT 9000 VCFG SCT002 15/15 Q1027 NOSIG,vrb02kt cavok 18 14 q1026 nosig,05003kt 9999 prec0n CL0 CM0 17 12 q1027 vrb02kt cavok 18 14 q1026 nosig sct014 sct020 16 13 q1016
2021-10-22 17:00:00,04005KT 350V110 9999 FEW040 16/09 Q1024 NOSIG,04009kt 350v070 9999 few029 sct049 16 11 q1024 nosig,03007kt 9999 prec0n CL0 CM0 15 10 q1024 04009kt 350v070 9999 few029 sct049 16 11 q1024 nosig nsw 4000
2018-06-16 02:00:00,32002KT 9999 NCD 12/11 Q1020,vrb01kt 9999 few045 12 09 q1021 nosig,23001kt 9999 prec0n CL2 CM0 09 09 q1021 vrb01kt 9999 few045 12 09 q1021 nosig sct011 bkn018 12 12
2018-05-03 08:00:00,05003KT 320V100 9999 FEW049 11/08 Q1023 NOSIG,21001kt cavok 12 05 q1021 nosig,04003kt 9999 prec0n CL0 CM0 12 06 q1023 21001kt cavok 12 05 q1021 nosig fg bkn001 07 07 q1024
2022-04-06 02:00:00,VRB02KT CAVOK 05/02 Q1016,00000kt 8000 vcfg few001 02 02 q1016 tempo 1500 bcfg sct025tcu,14003kt 9999 prec0n CL0 CM0 03 01 q1016 00000kt 8000 vcfg few001 02 02 q1016 tempo 1500 bcfg sct025tcu
2021-11-07 12:00:00,03006KT 330V080 9999 VCFG FEW035 15/10 Q1030 NOSIG,01004kt 330v060 cavok 14 10 q1028 nosig,02007kt 9999 prec0n CL0 CM0 15 09 q1030 01004kt 330v060 cavok 14 10 q1028 nosig sct011 bkn030 14 13
2020-09-13 06:00:00,19007KT CAVOK 16/14 Q1016 NOSIG,17008kt 130v200 cavok 21 11 q1016 nosig,15007kt 9999 prec0n CL0 CM0 20 12 q1016 17008kt 130v200 cavok 21 11 q1016 nosig sct011 bkn012 ovc026 13
2022-04-27 21:00:00,VRB02KT 9000 FEW005 13/12 Q1020 NOSIG,24004kt 9999 few030 12 11 q1020 nosig,23003kt 9999 prec0n CL0 CM1 10 10 q1020 24004kt 9999 few030 12 11 q1020 nosig bkn010 ovc026 bkn020 bkn031
2020-11-23 01:00:00,19002KT 4200 BR NCD 06/06 Q1028,vrb02kt 9999 ncd 10 10 q1027 nosig,15003kt 9999 prec0n CL0 CM0 07 06 q1028 vrb02kt 9999 ncd 10 10 q1027 nosig r21 p2000 r03 0250n
2019-11-27 08:00:00,24009KT 180V300 5000 -DZ FEW030 BKN042 12/11 Q1008 TEMPO RA,26008kt 220v300 9999 few020 12 09 q1008 nosig,24009kt 9999 prec0n CL0 CM2 13 10 q1007 26008kt 220v300 9999 few020 12 09 q1008 nosig 3000 ra bkn014
2021-04-05 08:00:00,VRB02KT CAVOK 08/06 Q1019 NOSIG,vrb02kt 9999 few030 09 04 q1020 nosig,17001kt 9999 prec0n CL0 CM0 09 03 q1020 vrb02kt 9999 few030 09 04 q1020 nosig 08 04 q1019 tempo
2019-03-09 17:00:00,23010KT 9999 OVC025 15/11 Q1031 NOSIG,21009kt 9999 few020 15 12 q1030 nosig,21009kt 9999 prec0n CL0 CM0 16 12 q1029 21009kt 9999 few020 15 12 q1030 nosig bkn012 ovc027 15 13
2020-01-28 21:00:00,20002KT 8000 BKN012 BKN017 10/10 Q1020 NOSIG,17004kt 7000 ra sct010 sct022 bkn035 11 11 q1019 tempo 3000,10003kt 5000 prec0y CL7 CM8 11 10 q1019 17004kt 7000 ra sct010 sct022 bkn035 11 11 q1019 tempo 3000
2022-05-19 20:00:00,29003KT 240V340 9999 FEW010 15/13 Q1018 NOSIG,vrb02kt 9999 bkn009 bkn015 14 12 q1020 nosig,30007kt 9999 prec0n CL4 CM1 15 14 q1020 vrb02kt 9999 bkn009 bkn015 14 12 q1020 nosig becmg bkn014 ovc030
2018-12-29 10:00:00,18003KT 160V230 0400 R21/0500D R03/0700U FG VV001 05/05 Q1033 BECMG 3000 BR,vrb01kt cavok 08 06 q1031 nosig,07003kt 9999 prec0n CL0 CM0 09 08 q1033 vrb01kt cavok 08 06 q1031 nosig 0800 r21 1800n r03 1300u
2022-06-11 06:00:00,02005KT 330V080 9999 BKN023 17/14 Q1023 NOSIG,02007kt 330v060 9999 few028 18 14 q1023 nosig,02009kt 9999 prec0n CL5 CM0 15 15 q1023 02007kt 330v060 9999 few028 18 14 q1023 nosig bkn012 14 13
2022-03-04 22:00:00,17004KT CAVOK 05/03 Q1024 NOSIG,18005kt 0200 r21 1500d r03 0550n fg nsc 04 04 q1026,14003kt 9999 prec0n CL0 CM0 05 04 q1026 18005kt 0200 r21 1500d r03 0550n fg nsc 04 04 q1026
2018-11-19 11:00:00,16005KT 120V190 CAVOK 15/11 Q1004 NOSIG,vrb02kt 9999 few006 14 13 q1003 tempo 3000 dz bkn014 bkn027,09003kt 9999 prec0n CL1 CM0 15 09 q1004 vrb02kt 9999 few006 14 13 q1003 tempo 3000 dz bkn014 bkn027
2020-05-09 22:00:00,VRB01KT 9999 FEW044 14/13 Q1008,19004kt 150v210 cavok 14 12 q1008 nosig,22005kt 9999 prec0n CL0 CM0 13 12 q1008 19004kt 150v210 cavok 14 12 q1008 nosig 3000 vv 14 13
2018-08-24 06:00:00,02005KT 330V050 9999 FEW005 SCT015 BKN033 17/15 Q1023 NOSIG,36003kt cavok 17 16 q1022 nosig,02003kt 9999 prec0n CL2 CM0 15 15 q1023 36003kt cavok 17 16 q1022 nosig bkn006 16 16 q1025 tempo
2018-03-08 19:00:00,21020G35KT 170V240 9999 FEW022 14/11 Q1002 NOSIG,22007kt 190v260 9999 few025 12 10 q1002 tempo ra few025 bkn040,21013kt 9999 prec0n CL3 CM0 13 10 q1002 22007kt 190v260 9999 few025 12 10 q1002 tempo ra few025 bkn040
2020-01-07 04:00:00,17006KT 9000 NCD 04/04 Q1032,17006kt cavok 03 03 q1031 nosig,19005kt 9999 prec0n CL0 CM0 08 04 q1031 17006kt cavok 03 03 q1031 nosig 3000 few001 04 04 q1028
2019-05-28 03:00:00,18003KT 9999 FEW043 10/09 Q1022,vrb02kt 9999 ovc042 12 12 q1021 nosig,14001kt 9999 prec0n CL1 CM0 08 08 q1022 vrb02kt 9999 ovc042 12 12 q1021 nosig nosig 4000 few001 14
2018-10-09 04:00:00,19006KT CAVOK 09/09 Q1012 NOSIG,16004kt cavok 10 09 q1013 nosig,15005kt 9999 prec0n CL0 CM0 11 08 q1013 16004kt cavok 10 09 q1013 nosig 4000 br sct025 few030tcu sct043
2019-09-21 19:00:00,19006KT 150V210 9999 FEW026 SCT040 17/14 Q1006 NOSIG,21007kt 160v260 9999 few025 18 13 q1007 nosig,22007kt 9999 prec0n CL0 CM0 17 13 q1007 21007kt 160v260 9999 few025 18 13 q1007 nosig tempo 3000 ra
2018-03-09 23:00:00,21018G33KT 170V250 9999 -SHRA SCT025TCU BKN035 15/13 Q0991 TEMPO 3000 SHRA,19013g23kt 160v260 9999 ra few015 bkn048 14 13 q0995 tempo 3000,19017kt 1000 prec0y CL2 CM0 15 12 q0991 19013g23kt 160v260 9999 ra few015 bkn048 14 13 q0995 tempo 3000
2022-03-19 04:00:00,17006KT CAVOK 07/05 Q1021,15005kt 110v190 9999 few024 08 06 q1020 nosig,16007kt 9999 prec0n CL1 CM1 09 06 q1021 15005kt 110v190 9999 few024 08 06 q1020 nosig nosig 7000 ra
2019-10-14 10:00:00,29005KT 230V350 9999 SCT030 BKN045 14/12 Q1008 TEMPO SHRA SCT025TCU,25008kt 220v310 9999 few020 bkn046 15 12 q1007 nosig,26011kt 9999 prec0y CL2 CM0 16 11 q1007 25008kt 220v310 9999 few020 bkn046 15 12 q1007 nosig nsw bkn001
2022-05-11 05:00:00,17004KT 140V200 7000 OVC012 12/11 Q1018 NOSIG,16003kt 9999 few024 09 08 q1018 nosig,23003kt 9999 prec0n CL0 CM0 09 08 q1018 16003kt 9999 few024 09 08 q1018 nosig 3000 br bkn005 ovc018
2018-10-24 16:00:00,VRB02KT CAVOK 24/12 Q1024 NOSIG,01004kt 330v030 cavok 22 10 q1024 nosig,06003kt 9999 prec0n CL0 CM0 23 13 q1025 01004kt 330v030 cavok 22 10 q1024 nosig bkn010 bkn030 15 12
2020-04-08 12:00:00,02005KT 330V050 CAVOK 18/14 Q1020,vrb02kt 9999 bkn016 19 15 q1022 nosig,17005kt 9999 prec0n CL1 CM0 21 13 q1022 vrb02kt 9999 bkn016 19 15 q1022 nosig sct011 17 14 q1021
2022-09-30 11:00:00,VRB02KT 9999 SCT025 BKN041 18/13 Q1020 NOSIG,vrb05kt 9999 sct008 bkn025 14 13 q1021 tempo bkn005 bkn014 16,26005kt 9999 prec0n CL3 CM0 18 11 q1020 vrb05kt 9999 sct008 bkn025 14 13 q1021 tempo bkn005 bkn014 16
2021-01-22 01:00:00,26008KT 230V310 9999 -RA BKN046 10/08 Q0998,18004kt 150v210 7000 ra few020 sct025 bkn048 11 10 q1000 tempo,24011kt 4000 prec0y CL7 CM5 11 09 q0997 18004kt 150v210 7000 ra few020 sct025 bkn048 11 10 q1000 tempo
2021-10-24 12:00:00,16010KT 9999 SCT030 BKN045 15/15 Q1023 TEMPO 4000 -RA,18016g32kt 140v210 9999 sct025 16 11 q1021 nosig,12003kt 9999 prec0n CL3 CM0 14 11 q1022 18016g32kt 140v210 9999 sct025 16 11 q1021 nosig ws r21 nosig
2021-06-07 08:00:00,VRB02KT 9999 FEW014 16/13 Q1023 NOSIG,vrb02kt cavok 16 13 q1023 nosig,06003kt 9999 prec0n CL0 CM0 16 10 q1023 vrb02kt cavok 16 13 q1023 nosig bkn006 16 16 nosig becmg
2021-11-24 23:00:00,35010KT 300V030 9999 FEW020 11/07 Q1017 TEMPO 3000 RA,02006kt 320v070 9999 sct025 12 08 q1017 tempo 3000 ra bkn014,35005kt 9999 prec0y CL1 CM0 11 08 q1017 02006kt 320v070 9999 sct025 12 08 q1017 tempo 3000 ra bkn014
2020-12-25 10:00:00,VRB01KT 9999 FEW040 07/06 Q1033 NOSIG,vrb01kt cavok 08 05 q1031 nosig,09001kt 9999 prec0n CL0 CM0 07 06 q1033 vrb01kt cavok 08 05 q1031 nosig 0800 r21 1800n r03 1300u
2018-06-10 11:00:00,VRB03KT 9999 FEW035 BKN040 20/14 Q1012 NOSIG,36006kt 320v050 9999 few040 19 15 q1012 nosig,35007kt 9999 prec0n CL2 CM0 21 13 q1012 36006kt 320v050 9999 few040 19 15 q1012 nosig q1011 nosig 3000
2019-04-23 18:00:00,28010KT 250V310 9999 VCSH SCT040TCU 12/04 Q0997 TEMPO SHRA,28009kt 230v330 9999 sct025tcu 11 05 q0996 tempo shra sct030tcu 08,26011kt 9999 prec0y CL3 CM0 12 05 q0995 28009kt 230v330 9999 sct025tcu 11 05 q0996 tempo shra sct030tcu 08
2021-05-16 08:00:00,26007KT 210V310 9999 SCT027 14/12 Q1015 NOSIG,26013kt 230v320 9999 ra sct030 bkn048 14 12 q1015 nosig,25009kt 9999 prec0n CL1 CM3 15 11 q1015 26013kt 230v320 9999 ra sct030 bkn048 14 12 q1015 nosig nsw
2018-07-16 11:00:00,33005KT 260V020 9999 BKN030 20/15 Q1022 NOSIG,vrb02kt 9999 ovc014 19 17 q1022 nosig,29007kt 9999 prec0n CL4 CM0 22 16 q1022 vrb02kt 9999 ovc014 19 17 q1022 nosig 0150 nosig fg ra
2022-11-23 06:00:00,28011G21KT 240V330 9999 FEW026 BKN034 15/10 Q1010 NOSIG,26008kt 220v300 9999 ra few024 14 10 q1011 tempo 3000 ra,27015kt 9999 prec0n CL0 CM0 14 10 q1010 26008kt 220v300 9999 ra few024 14 10 q1011 tempo 3000 ra
2019-01-02 07:00:00,20006KT 3000 0350E R21/0700D R03/1200U BCFG FEW001 M01/M01 Q1033 TEMPO 0300 FZFG VV001,21003kt cavok 04 01 q1032 nosig,16001kt 9999 prec0n CL0 CM0 03 03 q1034 21003kt cavok 04 01 q1032 nosig r21 p2000 r03 bkn045 08
2021-08-01 10:00:00,20005KT 160V250 9999 FEW026 BKN048 20/15 Q1018 NOSIG,vrb02kt 2500 ra br bkn021 16 15 q1017 tempo 6000 nsw,24003kt 9999 prec0n CL4 CM0 22 13 q1018 vrb02kt 2500 ra br bkn021 16 15 q1017 tempo 6000 nsw
2018-01-11 09:00:00,32007KT 260V030 9999 SCT025TCU 09/04 Q1025 TEMPO SHRA,4500s 280v010 9999 sct032tcu sct045 08 04 q1024 tempo 3000 ra,30011kt 9999 prec0y CL3 CM0 10 05 q1024 4500s 280v010 9999 sct032tcu sct045 08 04 q1024 tempo 3000 ra
2019-10-21 20:00:00,VRB01KT 9999 FEW030 10/08 Q1020 NOSIG,vrb02kt cavok 12 06 q1018 nosig,04003kt 9999 prec0n CL0 CM0 10 09 q1018 vrb02kt cavok 12 06 q1018 nosig 4000 br bkn010 09 09
2022-02-02 03:00:00,22003KT 160V280 CAVOK 04/03 Q1030,18004kt cavok 04 03 q1029 nosig,15005kt 9999 prec0n CL0 CM0 04 04 q1029 18004kt cavok 04 03 q1029 nosig tempo 3000 br bkn013 bkn020
2019-12-26 06:00:00,22006KT CAVOK 09/06 Q1028 NOSIG,19008kt 9999 few035 08 08 q1027 nosig,21007kt 9999 prec0n CL0 CM0 09 07 q1029 19008kt 9999 few035 08 08 q1027 nosig q1026 nosig q1026 nosig
2021-10-18 20:00:00,VRB02KT CAVOK 18/18 Q1020 NOSIG,19007kt cavok 18 15 q1020 nosig,16007kt 9999 prec0n CL0 CM0 17 15 q1021 19007kt cavok 18 15 q1020 nosig sct011 bkn020 17 16 q1022
2022-04-30 02:00:00,20001KT 6000 NCD 11/11 Q1024,18002kt 9999 0800e vcfg nsc 10 10 q1024 tempo 1500 bcfg,18005kt 9999 prec0n CL0 CM0 09 09 q1024 18002kt 9999 0800e vcfg nsc 10 10 q1024 tempo 1500 bcfg
2020-10-26 09:00:00,23011KT 9999 FEW034 FEW037TCU 11/09 Q1019 TEMPO SHRA,21009kt 9999 sct024 sct035 12 09 q1018 nosig,24007kt 9999 prec0y CL0 CM0 13 08 q1018 21009kt 9999 sct024 sct035 12 09 q1018 nosig shra sct025tcu 08
2018-02-03 19:00:00,35014G26KT 320V050 9999 -SHRA SCT025TCU 09/06 Q1019 NOSIG,34012g26kt 290v010 9999 sct032cb 08 05 q1019 tempo shra ts sct020cb,32011kt 9999 prec0y CL0 CM0 10 06 q1021 34012g26kt 290v010 9999 sct032cb 08 05 q1019 tempo shra ts sct020cb
2021-06-08 02:00:00,00000KT 9999 OVC009 15/15 Q1022,vrb02kt 9999 ovc042 10 09 q1021 nosig,25001kt 9999 prec0n CL3 CM0 09 09 q1022 vrb02kt 9999 ovc042 10 09 q1021 nosig sct011 11 10 q1022
2019-04-01 20:00:00,34006KT 300V020 CAVOK 13/11 Q1016 NOSIG,vrb02kt 9999 few031 13 12 q1017 nosig,35003kt 9999 prec0n CL0 CM0 11 11 q1017 vrb02kt 9999 few031 13 12 q1017 nosig 3000 ra br bkn010
2021-09-16 04:00:00,VRB01KT 9999 BKN046 18/18 Q1020 NOSIG,vrb01kt 9999 few022 17 16 q1021 nosig,13003kt 9999 prec0n CL1 CM0 13 13 q1021 vrb01kt 9999 few022 17 16 q1021 nosig nosig bkn005 18 15
2018-12-20 14:00:00,23009G23KT 160V300 9999 FEW020 SCT030 14/11 Q1023 NOSIG,20008kt 160v230 9999 sct027 bkn035 14 12 q1023 nosig,22011kt 9999 prec0n CL5 CM5 15 11 q1023 20008kt 160v230 9999 sct027 bkn035 14 12 q1023 nosig few014 bkn029
2019-06-07 10:00:00,32013G26KT 270V020 9999 BKN030TCU 15/08 Q1017 TEMPO SHRA,32009kt 250v020 9999 sct035 16 08 q1016 nosig,29013kt 9999 prec0n CL0 CM0 16 09 q1017 32009kt 250v020 9999 sct035 16 08 q1016 nosig shra sct030tcu bkn014
2022-09-25 17:00:00,04009KT 350V080 9999 FEW030 18/11 Q1019 NOSIG,05009kt 340v080 cavok 18 10 q1017 nosig,02011kt 9999 prec0n CL0 CM0 17 11 q1018 05009kt 340v080 cavok 18 10 q1017 nosig 4000 few001 bkn008 ovc030
2019-09-21 18:00:00,23011KT 9999 FEW040 18/13 Q1006 NOSIG,27006kt 230v320 9999 few040 19 14 q1005 nosig,24007kt 9999 prec0n CL0 CM0 19 14 q1006 27006kt 230v320 9999 few040 19 14 q1005 nosig fg ra sct025
2020-09-06 06:00:00,04009KT 010V100 9999 BKN030 17/13 Q1022 NOSIG,03007kt 330v070 9999 bkn025 17 14 q1023 nosig,03009kt 9999 prec0n CL3 CM0 16 13 q1023 03007kt 330v070 9999 bkn025 17 14 q1023 nosig 15 15 q1024
2021-11-10 11:00:00,14003KT 100V170 CAVOK 13/10 Q1021 NOSIG,vrb02kt cavok 14 08 q1020 nosig,10003kt 9999 prec0n CL0 CM0 14 06 q1021 vrb02kt cavok 14 08 q1020 nosig 07 08 q1021 nosig bkn046
2022-03-21 16:00:00,34010KT 290V030 9999 SCT048 16/10 Q1015 NOSIG,36007kt 330v040 cavok 13 09 q1014 nosig,36009kt 9999 prec0n CL0 CM0 15 09 q1014 36007kt 330v040 cavok 13 09 q1014 nosig 3000 ra bkn010 10
2019-02-24 16:00:00,01005KT 330V050 CAVOK 20/08 Q1028 NOSIG,03004kt 330v100 cavok 17 12 q1028 nosig,04003kt 9999 prec0n CL0 CM0 22 10 q1029 03004kt 330v100 cavok 17 12 q1028 nosig bkn010 bkn029 sct010 bkn035
2021-08-06 02:00:00,23003KT 9999 FEW032 OVC042 17/14 Q1015,22007kt 9999 few015 bkn044 17 12 q1016 nosig,22005kt 9999 prec0n CL0 CM0 15 12 q1015 22007kt 9999 few015 bkn044 17 12 q1016 nosig bkn010 bkn018 15
2021-10-02 03:00:00,21006KT 9999 FEW024 SCT030 18/18 Q1015,21004kt 170v240 9999 bkn023 17 15 q1015 nosig,20003kt 9999 prec0n CL2 CM5 15 15 q1015 21004kt 170v240 9999 bkn023 17 15 q1015 nosig 3000 dz bkn014
2018-02-03 08:00:00,20005KT 170V250 9000 4000N -RA FEW014 BKN022 07/06 Q1020 NOSIG,06014kt 210v300 9999 few035 09 06 q1018 nosig,22011kt 3000 prec0y CL9 CM7 09 07 q1019 06014kt 210v300 9999 few035 09 06 q1018 nosig q0996 9999 few030tcu
2020-09-21 15:00:00,36007KT 300V050 9999 FEW040 21/16 Q1018 NOSIG,03005kt 300v100 9999 few030 sct041 21 15 q1019 nosig,30007kt 9999 prec0n CL0 CM0 21 15 q1019 03005kt 300v100 9999 few030 sct041 21 15 q1019 nosig 3000 br
2019-06-04 12:00:00,30009KT 250V010 9999 SCT022 16/11 Q1013 NOSIG,30008kt 250v350 9999 sct028 17 09 q1013 nosig,29011kt 9999 prec0n CL0 CM0 18 11 q1013 30008kt 250v350 9999 sct028 17 09 q1013 nosig sct030tcu bkn040 3000
2020-06-18 06:00:00,19005KT 0400 0250 R21/0750D R03/0450N FG SCT001 SCT005 08/08 Q1017,18003kt cavok 10 10 q1017 nosig,19003kt 9999 prec0n CL0 CM0 09 09 q1017 18003kt cavok 10 10 q1017 nosig 4000 br bkn010 12 11
2019-01-11 19:00:00,VRB02KT CAVOK 07/04 Q1032 NOSIG,00000kt cavok 07 04 q1032 nosig,04005kt 9999 prec0n CL0 CM0 07 06 q1034 00000kt cavok 07 04 q1032 nosig nosig vv001 10 10 q1031
2018-08-12 20:00:00,29007KT 250V340 9999 SCT034 18/13 Q1017 NOSIG,vrb02kt 9999 few020 18 14 q1017 nosig,26005kt 9999 prec0n CL5 CM0 17 15 q1017 vrb02kt 9999 few020 18 14 q1017 nosig tempo 3000 dz bkn010
2019-02-02 07:00:00,35013G28KT 310V050 9999 FEW030TCU SCT040 08/M01 Q1015 TEMPO 3000 SHRA SCT025TCU,22016kt 01 sct049 07 02 q1015 tempo 3000 shra sct025tcu sct030tcu,33013kt 9999 prec0y CL4 CM0 09 02 q1015 22016kt 01 sct049 07 02 q1015 tempo 3000 shra sct025tcu sct030tcu
2022-08-21 20:00:00,32004KT 280V020 9000 1500W FEW001 BKN006 BKN010 19/18 Q1021 TEMPO 1500 BCFG,33008kt 260v030 1500 br bkn004 bkn006 17 19 q1021 tempo 3000,29005kt 9999 prec0n CL5 CM0 18 18 q1022 33008kt 260v030 1500 br bkn004 bkn006 17 19 q1021 tempo 3000
2018-11-09 06:00:00,18007KT CAVOK 09/08 Q1015 NOSIG,15006kt cavok 12 09 q1014 nosig,19011kt 9999 prec0n CL0 CM0 10 08 q1014 15006kt cavok 12 09 q1014 nosig 4000 shra sct015 sct020 bkn032
2019-07-23 21:00:00,VRB02KT 9999 FEW025 18/17 Q1017 NOSIG,00000kt cavok 19 17 q1017 nosig,27001kt 9999 prec0n CL0 CM0 16 16 q1018 00000kt cavok 19 17 q1017 nosig 4000 br bcfg bkn003 bkn010
2018-09-02 05:00:00,20005KT 130V220 CAVOK 17/16 Q1013 NOSIG,19007kt 150v210 9999 few048 20 15 q1013 nosig,16005kt 9999 prec0n CL0 CM0 19 16 q1013 19007kt 150v210 9999 few048 20 15 q1013 nosig tempo shra sct030tcu
